Initial signature: 255	255
255	255	
1	128	1590528401612878	1590528401613879
2	129	1590528402972159	1590528402973424
4	130	1590528404331529	1590528404332881
8	131	1590528405691141	1590528405692094
16	132	1590528407050412	1590528407051649
32	133	1590528408409972	1590528408410915
64	134	1590528409769372	1590528409770341
128	135	1590528411128918	1590528411129621
1	136	1590528412488384	1590528412488981
2	137	1590528413847772	1590528413848420
4	138	1590528415206935	1590528415208082
8	139	1590528416566309	1590528416567534
16	140	1590528417925888	1590528417926782
32	141	1590528419285133	1590528419286362
64	142	1590528420644613	1590528420645708
128	143	1590528422003949	1590528422005198
1	144	1590528423363453	1590528423364521
2	145	1590528424723134	1590528424723666
4	146	1590528426082271	1590528426083354
8	147	1590528427441629	1590528427442823
16	148	1590528428801259	1590528428802018
32	149	1590528430160750	1590528430161353
64	150	1590528431520025	1590528431520904
128	151	1590528432879303	1590528432880453
1	152	1590528434238696	1590528434239885
2	153	1590528435598292	1590528435599116
4	154	1590528436957566	1590528436958667
8	155	1590528438316879	1590528438318180
16	156	1590528439676497	1590528439677388
32	157	1590528441035828	1590528441036883
64	158	1590528442395465	1590528442396073
128	159	1590528443754757	1590528443755606
1	160	1590528445114094	1590528445115095
2	161	1590528446473405	1590528446474611
4	162	1590528447832825	1590528447834016
8	163	1590528449192258	1590528449193410
16	164	1590528450551949	1590528450552545
32	165	1590528451911116	1590528451912203
64	166	1590528453270631	1590528453271514
128	167	1590528454630003	1590528454630968
1	168	1590528455989435	1590528455990362
2	169	1590528457348763	1590528457349860
4	170	1590528458708386	1590528458709063
8	171	1590528460067567	1590528460068708
16	172	1590528461426814	1590528461428287
32	173	1590528462786239	1590528462787688
64	174	1590528464145777	1590528464146976
128	175	1590528465505220	1590528465506359
1	176	1590528466864607	1590528466865798
2	177	1590528468224111	1590528468225120
4	178	1590528469583519	1590528469584538
8	179	1590528470943142	1590528470943741
16	180	1590528472302276	1590528472303433
32	181	1590528473661679	1590528473662856
64	182	1590528475021284	1590528475022078
128	183	1590528476380468	1590528476381720
1	184	1590528477739992	1590528477741021
2	185	1590528479099306	1590528479100534
4	186	1590528480458831	1590528480459834
8	187	1590528481818331	1590528481819160
16	188	1590528483177542	1590528483178775
32	189	1590528484537105	1590528484538038
64	190	1590528485896474	1590528485897496
128	191	1590528487255887	1590528487256909
1	192	1590528488615380	1590528488616241
2	193	1590528489974533	1590528489975914
4	194	1590528491334224	1590528491335050
8	195	1590528492693594	1590528492694506
16	196	1590528494053089	1590528494053836
32	197	1590528495412377	1590528495413374
64	198	1590528496771762	1590528496772816
128	199	1590528498131073	1590528498132330
1	200	1590528499490422	1590528499491807
2	201	1590528500850002	1590528500851053
4	202	1590528502209178	1590528502210703
8	203	1590528503568808	1590528503569899
16	204	1590528504928269	1590528504929264
32	205	1590528506287776	1590528506288583
64	206	1590528507647071	1590528507648115
128	207	1590528509006593	1590528509007418
1	208	1590528510365863	1590528510366974
2	209	1590528511725323	1590528511726340
4	210	1590528513084669	1590528513085820
8	211	1590528514444068	1590528514445247
16	212	1590528515803248	1590528515804893
32	213	1590528517163001	1590528517163966
64	214	1590528518522434	1590528518523359
128	215	1590528519882007	1590528519882612
1	216	1590528521241189	1590528521242256
2	217	1590528522600605	1590528522601666
4	218	1590528523960114	1590528523960983
8	219	1590528525319616	1590528525320307
16	220	1590528526678859	1590528526679891
32	221	1590528528038201	1590528528039374
64	222	1590528529397736	1590528529398665
128	223	1590528530757165	1590528530758063
1	224	1590528532116546	1590528532117507
2	225	1590528533476094	1590528533476785
4	226	1590528534835350	1590528534836356
8	227	1590528536194756	1590528536195775
16	228	1590528537554127	1590528537555230
32	229	1590528538913548	1590528538914635
64	230	1590528540273034	1590528540273975
128	231	1590528541632383	1590528541633452
1	232	1590528542991793	1590528542992869
2	233	1590528544351289	1590528544352198
4	234	1590528545710577	1590528545711737
8	235	1590528547070087	1590528547071052
16	236	1590528548429524	1590528548430441
32	237	1590528549788768	1590528549790024
64	238	1590528551148301	1590528551149316
128	239	1590528552507674	1590528552508770
1	240	1590528553867135	1590528553868135
2	241	1590528555226588	1590528555227507
4	242	1590528556585906	1590528556587016
8	243	1590528557945092	1590528557946655
16	244	1590528559304730	1590528559305844
32	245	1590528560664248	1590528560665151
64	246	1590528562023677	1590528562024548
128	247	1590528563382882	1590528563384169
1	248	1590528564742402	1590528564743475
2	249	1590528566102043	1590528566102660
4	250	1590528567461087	1590528567462442
8	251	1590528568820735	1590528568821620
16	252	1590528570180115	1590528570181066
32	253	1590528571539538	1590528571540470
64	254	1590528572899005	1590528572899828
128	255	1590528574258290	1590528574259369
1	256	1590528575617516	1590528575618969
2	257	1590528576977383	1590528576977928
4	258	1590528578336533	1590528578337604
8	259	1590528579695842	1590528579697121
16	260	1590528581055238	1590528581056551
32	261	1590528582414705	1590528582415910
64	262	1590528583774188	1590528583775253
128	263	1590528585133641	1590528585134626
1	264	1590528586493095	1590528586493998
2	265	1590528587852531	1590528587853388
4	266	1590528589211697	1590528589213048
8	267	1590528590571411	1590528590572160
16	268	1590528591930586	1590528591931811
32	269	1590528593290170	1590528593291054
64	270	1590528594649547	1590528594650503
128	271	1590528596008925	1590528596009951
1	272	1590528597368370	1590528597369331
2	273	1590528598727490	1590528598729037
4	274	1590528600087139	1590528600088214
8	275	1590528601446489	1590528601447690
16	276	1590528602805830	1590528602807175
32	277	1590528604165488	1590528604166343
64	278	1590528605524820	1590528605525837
128	279	1590528606884431	1590528606885052
1	280	1590528608243666	1590528608244643
2	281	1590528609603355	1590528609603780
4	282	1590528610962486	1590528610963475
8	283	1590528612321790	1590528612322997
16	284	1590528613681417	1590528613682197
32	285	1590528615040746	1590528615041693
64	286	1590528616400130	1590528616401135
128	287	1590528617759411	1590528617760680
1	288	1590528619118851	1590528619120066
2	289	1590528620478508	1590528620479235
4	290	1590528621837830	1590528621838739
8	291	1590528623197165	1590528623198230
16	292	1590528624556558	1590528624557663
32	293	1590528625916113	1590528625916934
64	294	1590528627275463	1590528627276410
128	295	1590528628634824	1590528628635875
1	296	1590528629994236	1590528629995289
2	297	1590528631353758	1590528631354593
4	298	1590528632713205	1590528632713972
8	299	1590528634072560	1590528634073444
16	300	1590528635431942	1590528635432887
32	301	1590528636791329	1590528636792326
64	302	1590528638150750	1590528638151731
128	303	1590528639509875	1590528639511433
1	304	1590528640869700	1590528640870433
2	305	1590528642228799	1590528642230160
4	306	1590528643588418	1590528643589368
8	307	1590528644947898	1590528644948713
16	308	1590528646307323	1590528646308114
32	309	1590528647666606	1590528647667657
64	310	1590528649026265	1590528649026824
128	311	1590528650385572	1590528650386343
1	312	1590528651744840	1590528651745901
2	313	1590528653104288	1590528653105280
4	314	1590528654463652	1590528654464741
8	315	1590528655823090	1590528655824129
16	316	1590528657182505	1590528657183540
32	317	1590528658541876	1590528658542996
64	318	1590528659901333	1590528659902364
128	319	1590528661260808	1590528661261715
1	320	1590528662620179	1590528662621170
2	321	1590528663979592	1590528663980583
4	322	1590528665338998	1590528665340003
8	323	1590528666698451	1590528666699376
16	324	1590528668057803	1590528668058850
32	325	1590528669417085	1590528669418394
64	326	1590528670776735	1590528670777570
128	327	1590528672135994	1590528672137138
1	328	1590528673495588	1590528673496369
2	329	1590528674854861	1590528674855922
4	330	1590528676214157	1590528676215453
8	331	1590528677573667	1590528677574768
16	332	1590528678933075	1590528678934186
32	333	1590528680292644	1590528680293444
64	334	1590528681651975	1590528681652938
128	335	1590528683011368	1590528683012371
1	336	1590528684370800	1590528684371766
2	337	1590528685730147	1590528685731244
4	338	1590528687089452	1590528687090765
8	339	1590528688448998	1590528688450045
16	340	1590528689808426	1590528689809443
32	341	1590528691167961	1590528691168734
64	342	1590528692527296	1590528692528225
128	343	1590528693886647	1590528693887700
1	344	1590528695246002	1590528695247171
2	345	1590528696605499	1590528696606500
4	346	1590528697965025	1590528697965800
8	347	1590528699324153	1590528699325498
16	348	1590528700683691	1590528700684786
32	349	1590528702043095	1590528702044208
64	350	1590528703402593	1590528703403536
128	351	1590528704762209	1590528704762746
1	352	1590528706121236	1590528706122545
2	353	1590528707480775	1590528707481832
4	354	1590528708840300	1590528708841133
8	355	1590528710199585	1590528710200674
16	356	1590528711559310	1590528711559776
32	357	1590528712918413	1590528712919498
64	358	1590528714277788	1590528714278950
128	359	1590528715637335	1590528715638228
1	360	1590528716996884	1590528716997505
2	361	1590528718355953	1590528718357263
4	362	1590528719715396	1590528719716645
8	363	1590528721074888	1590528721075979
16	364	1590528722434195	1590528722435498
32	365	1590528723793779	1590528723794740
64	366	1590528725153164	1590528725154181
128	367	1590528726512578	1590528726513593
1	368	1590528727872088	1590528727872910
2	369	1590528729231415	1590528729232408
4	370	1590528730590866	1590528730591783
8	371	1590528731950175	1590528731951300
16	372	1590528733309573	1590528733310728
32	373	1590528734669017	1590528734670110
64	374	1590528736028420	1590528736029533
128	375	1590528737387690	1590528737389090
1	376	1590528738747414	1590528738748191
2	377	1590528740106796	1590528740107635
4	378	1590528741466067	1590528741467191
8	379	1590528742825710	1590528742826373
16	380	1590528744184887	1590528744186022
32	381	1590528745544549	1590528745545186
64	382	1590528746903781	1590528746904780
128	383	1590528748263271	1590528748264116
1	384	1590528749622656	1590528749623557
2	385	1590528750982010	1590528750983030
4	386	1590528752341237	1590528752342629
8	387	1590528753700917	1590528753701774
16	388	1590528755060343	1590528755061174
32	389	1590528756419712	1590528756420631
64	390	1590528757778998	1590528757780171
128	391	1590528759138739	1590528759139256
1	392	1590528760497895	1590528760498927
2	393	1590528761857308	1590528761858339
4	394	1590528763216638	1590528763217835
8	395	1590528764576170	1590528764577129
16	396	1590528765935559	1590528765936566
32	397	1590528767295063	1590528767295888
64	398	1590528768654612	1590528768655166
128	399	1590528770013626	1590528770014977
1	400	1590528771373195	1590528771374234
2	401	1590528772732781	1590528772733474
4	402	1590528774092101	1590528774092980
8	403	1590528775451567	1590528775452340
16	404	1590528776810886	1590528776811847
32	405	1590528778170084	1590528778171475
64	406	1590528779529884	1590528779530502
128	407	1590528780889054	1590528780890158
1	408	1590528782248438	1590528782249600
2	409	1590528783608105	1590528783608758
4	410	1590528784967238	1590528784968451
8	411	1590528786326910	1590528786327605
16	412	1590528787686419	1590528787686922
32	413	1590528789045709	1590528789046458
64	414	1590528790404948	1590528790406046
128	415	1590528791764370	1590528791765450
1	416	1590528793123932	1590528793124713
2	417	1590528794483137	1590528794484334
4	418	1590528795842841	1590528795843457
8	419	1590528797202148	1590528797202976
16	420	1590528798561532	1590528798562417
32	421	1590528799920928	1590528799921847
64	422	1590528801280172	1590528801281430
128	423	1590528802639607	1590528802640821
1	424	1590528803999129	1590528804000124
2	425	1590528805358502	1590528805359578
4	426	1590528806718089	1590528806718816
8	427	1590528808077248	1590528808078483
16	428	1590528809436738	1590528809437819
32	429	1590528810796131	1590528810797253
64	430	1590528812155671	1590528812156538
128	431	1590528813515062	1590528813515973
1	432	1590528814874527	1590528814875334
2	433	1590528816233986	1590528816234701
4	434	1590528817593155	1590528817594358
8	435	1590528818952624	1590528818953715
16	436	1590528820312263	1590528820312903
32	437	1590528821671508	1590528821672484
64	438	1590528823030821	1590528823031996
128	439	1590528824390363	1590528824391281
1	440	1590528825749776	1590528825750693
2	441	1590528827109216	1590528827110079
4	442	1590528828468512	1590528828469609
8	443	1590528829827964	1590528829828983
16	444	1590528831187323	1590528831188450
32	445	1590528832546624	1590528832547976
64	446	1590528833906285	1590528833907140
128	447	1590528835265549	1590528835266703
1	448	1590528836625013	1590528836626065
2	449	1590528837984451	1590528837985452
4	450	1590528839343880	1590528839344849
8	451	1590528840703501	1590528840704054
16	452	1590528842062591	1590528842063791
32	453	1590528843422269	1590528843422938
64	454	1590528844781627	1590528844782406
128	455	1590528846141009	1590528846141850
1	456	1590528847500286	1590528847501399
2	457	1590528848859867	1590528848860644
4	458	1590528850219300	1590528850220037
8	459	1590528851578704	1590528851579459
16	460	1590528852937993	1590528852938996
32	461	1590528854297475	1590528854298341
64	462	1590528855656911	1590528855657731
128	463	1590528857016337	1590528857017130
1	464	1590528858375575	1590528858376718
2	465	1590528859735138	1590528859735981
4	466	1590528861094574	1590528861095371
8	467	1590528862453874	1590528862454897
16	468	1590528863813269	1590528863814328
32	469	1590528865172606	1590528865173817
64	470	1590528866532032	1590528866533217
128	471	1590528867891454	1590528867892622
1	472	1590528869251052	1590528869251850
2	473	1590528870610284	1590528870611443
4	474	1590528871969820	1590528871970734
8	475	1590528873329156	1590528873330223
16	476	1590528874688677	1590528874689528
32	477	1590528876048047	1590528876048984
64	478	1590528877407526	1590528877408331
128	479	1590528878766804	1590528878767879
1	480	1590528880126333	1590528880127177
2	481	1590528881485571	1590528881486764
4	482	1590528882845338	1590528882845823
8	483	1590528884204327	1590528884205660
16	484	1590528885563935	1590528885564878
32	485	1590528886923215	1590528886924425
64	486	1590528888282796	1590528888283670
128	487	1590528889642094	1590528889643197
1	488	1590528891001404	1590528891002713
2	489	1590528892360881	1590528892362062
4	490	1590528893720391	1590528893721379
8	491	1590528895079637	1590528895080958
16	492	1590528896439197	1590528896440224
32	493	1590528897798746	1590528897799501
64	494	1590528899158051	1590528899159022
128	495	1590528900517489	1590528900518411
1	496	1590528901876848	1590528901877877
2	497	1590528903236480	1590528903237072
4	498	1590528904595583	1590528904596794
8	499	1590528905954965	1590528905956238
16	500	1590528907314491	1590528907315538
32	501	1590528908673992	1590528908674863
64	502	1590528910033432	1590528910034249
128	503	1590528911392773	1590528911393734
1	504	1590528912751902	1590528912753432
2	505	1590528914111656	1590528914112503
4	506	1590528915470997	1590528915471988
8	507	1590528916830357	1590528916831455
16	508	1590528918189817	1590528918190820
32	509	1590528919549225	1590528919550239
64	510	1590528920908688	1590528920909601
128	511	1590528922268115	1590528922269000
1	512	1590528923627370	1590528923628571
2	513	1590528924986708	1590528924988059
4	514	1590528926346309	1590528926347284
8	515	1590528927705688	1590528927706732
16	516	1590528929065335	1590528929065910
32	517	1590528930424573	1590528930425498
64	518	1590528931783786	1590528931785112
128	519	1590528933143413	1590528933144310
1	520	1590528934502640	1590528934503910
2	521	1590528935862015	1590528935863361
4	522	1590528937221625	1590528937222576
8	523	1590528938580967	1590528938582060
16	524	1590528939940410	1590528939941444
32	525	1590528941299866	1590528941300813
64	526	1590528942659331	1590528942660174
128	527	1590528944018739	1590528944019592
1	528	1590528945378017	1590528945379141
2	529	1590528946737424	1590528946738560
4	530	1590528948096981	1590528948097829
8	531	1590528949456256	1590528949457379
16	532	1590528950815749	1590528950816712
32	533	1590528952175274	1590528952176014
64	534	1590528953534588	1590528953535525
128	535	1590528954893907	1590528954895033
1	536	1590528956253610	1590528956254156
2	537	1590528957612659	1590528957613933
4	538	1590528958972205	1590528958973213
8	539	1590528960331739	1590528960332505
16	540	1590528961690910	1590528961692159
32	541	1590528963050515	1590528963051380
64	542	1590528964409666	1590528964411055
128	543	1590528965769243	1590528965770304
1	544	1590528967128726	1590528967129648
2	545	1590528968488107	1590528968489092
4	546	1590528969847413	1590528969848612
8	547	1590528971207145	1590528971207706
16	548	1590528972566201	1590528972567477
32	549	1590528973926073	1590528973926430
64	550	1590528975285166	1590528975286163
128	551	1590528976644624	1590528976645531
1	552	1590528978004071	1590528978004910
2	553	1590528979363350	1590528979364458
4	554	1590528980722776	1590528980723857
8	555	1590528982082169	1590528982083290
16	556	1590528983441575	1590528983442711
32	557	1590528984801011	1590528984802101
64	558	1590528986160511	1590528986161426
128	559	1590528987519866	1590528987520898
1	560	1590528988879215	1590528988880374
2	561	1590528990238514	1590528990239901
4	562	1590528991598057	1590528991599184
8	563	1590528992957648	1590528992958420
16	564	1590528994316781	1590528994318113
32	565	1590528995676445	1590528995677274
64	566	1590528997035744	1590528997036801
128	567	1590528998395149	1590528998396222
1	568	1590528999754710	1590528999755487
2	569	1590529001113879	1590529001115145
4	570	1590529002473395	1590529002474454
8	571	1590529003832909	1590529003833767
16	572	1590529005192246	1590529005193255
32	573	1590529006551622	1590529006552705
64	574	1590529007911037	1590529007912116
128	575	1590529009270470	1590529009271510
1	576	1590529010629888	1590529010630917
2	577	1590529011989203	1590529011990429
4	578	1590529013348915	1590529013349542
8	579	1590529014708157	1590529014709126
16	580	1590529016067311	1590529016068798
32	581	1590529017427044	1590529017427891
64	582	1590529018786435	1590529018787326
128	583	1590529020145912	1590529020146675
1	584	1590529021505257	1590529021506156
2	585	1590529022864660	1590529022865579
4	586	1590529024224088	1590529024224978
8	587	1590529025583559	1590529025584332
16	588	1590529026943040	1590529026943677
32	589	1590529028302303	1590529028303240
64	590	1590529029661716	1590529029662653
128	591	1590529031021080	1590529031022116
1	592	1590529032380584	1590529032381438
2	593	1590529033739950	1590529033740898
4	594	1590529035099415	1590529035100259
8	595	1590529036458857	1590529036459642
16	596	1590529037818282	1590529037819043
32	597	1590529039177645	1590529039178506
64	598	1590529040536910	1590529040538067
128	599	1590529041896464	1590529041897340
1	600	1590529043255735	1590529043256894
2	601	1590529044615239	1590529044616216
4	602	1590529045974627	1590529045975654
8	603	1590529047334030	1590529047335078
16	604	1590529048693353	1590529048694581
32	605	1590529050052841	1590529050053918
64	606	1590529051412174	1590529051413412
128	607	1590529052771653	1590529052772759
1	608	1590529054131330	1590529054131908
2	609	1590529055490461	1590529055491603
4	610	1590529056849985	1590529056850904
8	611	1590529058209354	1590529058210362
16	612	1590529059568670	1590529059569872
32	613	1590529060928177	1590529060929190
64	614	1590529062287632	1590529062288561
128	615	1590529063647030	1590529063647989
1	616	1590529065006433	1590529065007412
2	617	1590529066366061	1590529066366610
4	618	1590529067725125	1590529067726373
8	619	1590529069084638	1590529069085685
16	620	1590529070444019	1590529070445131
32	621	1590529071803535	1590529071804440
64	622	1590529073162860	1590529073163941
128	623	1590529074522343	1590529074523284
1	624	1590529075881608	1590529075882845
2	625	1590529077241145	1590529077242134
4	626	1590529078600765	1590529078601341
8	627	1590529079959835	1590529079961096
16	628	1590529081319282	1590529081320475
32	629	1590529082678671	1590529082679912
64	630	1590529084038165	1590529084039244
128	631	1590529085397592	1590529085398644
1	632	1590529086757051	1590529086758010
2	633	1590529088116480	1590529088117407
4	634	1590529089475847	1590529089476866
8	635	1590529090835312	1590529090836227
16	636	1590529092194720	1590529092195645
32	637	1590529093553996	1590529093555195
64	638	1590529094913357	1590529094914660
128	639	1590529096272939	1590529096273905
1	640	1590529097632408	1590529097633262
2	641	1590529098991661	1590529098992835
4	642	1590529100351195	1590529100352127
8	643	1590529101710651	1590529101711496
16	644	1590529103069931	1590529103071042
32	645	1590529104429389	1590529104430410
64	646	1590529105789057	1590529105789568
128	647	1590529107148185	1590529107149267
1	648	1590529108507576	1590529108508702
2	649	1590529109867083	1590529109868020
4	650	1590529111226562	1590529111227367
8	651	1590529112585935	1590529112586820
16	652	1590529113945416	1590529113946165
32	653	1590529115304696	1590529115305711
64	654	1590529116664229	1590529116665004
128	655	1590529118023440	1590529118024619
1	656	1590529119383099	1590529119383786
2	657	1590529120742259	1590529120743452
4	658	1590529122102009	1590529122102529
8	659	1590529123461222	1590529123462141
16	660	1590529124820577	1590529124821612
32	661	1590529126180030	1590529126180985
64	662	1590529127539428	1590529127540413
128	663	1590529128898942	1590529128899725
1	664	1590529130258405	1590529130259088
2	665	1590529131617609	1590529131618711
4	666	1590529132976987	1590529132978158
8	667	1590529134336439	1590529134337533
16	668	1590529135695987	1590529135696810
32	669	1590529137055340	1590529137056283
64	670	1590529138414752	1590529138415697
128	671	1590529139774177	1590529139775098
1	672	1590529141133522	1590529141134579
2	673	1590529142492986	1590529142493941
4	674	1590529143852396	1590529143853358
8	675	1590529145211980	1590529145212600
16	676	1590529146571315	1590529146572090
32	677	1590529147930624	1590529147931608
64	678	1590529149289943	1590529149291114
128	679	1590529150649481	1590529150650402
1	680	1590529152008867	1590529152009842
2	681	1590529153368335	1590529153369200
4	682	1590529154727748	1590529154728614
8	683	1590529156087232	1590529156087955
16	684	1590529157446246	1590529157447767
32	685	1590529158805725	1590529158807115
64	686	1590529160165324	1590529160166341
128	687	1590529161524783	1590529161525708
1	688	1590529162884180	1590529162885137
2	689	1590529164243555	1590529164244589
4	690	1590529165602972	1590529165603997
8	691	1590529166962484	1590529166963311
16	692	1590529168321836	1590529168322785
32	693	1590529169681335	1590529169682112
64	694	1590529171040683	1590529171041590
128	695	1590529172400004	1590529172401096
1	696	1590529173759593	1590529173760332
2	697	1590529175119009	1590529175119742
4	698	1590529176478215	1590529176479362
8	699	1590529177837705	1590529177838698
16	700	1590529179197140	1590529179198089
32	701	1590529180556632	1590529180557423
64	702	1590529181915972	1590529181916909
128	703	1590529183275513	1590529183276194
1	704	1590529184634724	1590529184635809
2	705	1590529185994127	1590529185995233
4	706	1590529187353470	1590529187354715
8	707	1590529188713121	1590529188713891
16	708	1590529190072347	1590529190073490
32	709	1590529191431841	1590529191432822
64	710	1590529192791336	1590529192792153
128	711	1590529194150578	1590529194151737
1	712	1590529195510064	1590529195511077
2	713	1590529196869351	1590529196870616
4	714	1590529198228983	1590529198229810
8	715	1590529199588269	1590529199589351
16	716	1590529200947867	1590529200948578
32	717	1590529202307161	1590529202308110
64	718	1590529203666402	1590529203667695
128	719	1590529205026108	1590529205026815
1	720	1590529206385479	1590529206386271
2	721	1590529207744750	1590529207745826
4	722	1590529209104282	1590529209105119
8	723	1590529210463498	1590529210464730
16	724	1590529211823018	1590529211824035
32	725	1590529213182554	1590529213183325
64	726	1590529214541820	1590529214542885
128	727	1590529215901288	1590529215902243
1	728	1590529217260558	1590529217261799
2	729	1590529218619929	1590529218621254
4	730	1590529219979456	1590529219980554
8	731	1590529221338946	1590529221339889
16	732	1590529222698315	1590529222699346
32	733	1590529224057737	1590529224058750
64	734	1590529225417207	1590529225418106
128	735	1590529226776703	1590529226777436
1	736	1590529228136122	1590529228136843
2	737	1590529229495345	1590529229496446
4	738	1590529230854932	1590529230855685
8	739	1590529232214272	1590529232215172
16	740	1590529233573702	1590529233574568
32	741	1590529234933017	1590529234934079
64	742	1590529236292565	1590529236293356
128	743	1590529237651655	1590529237653092
1	744	1590529239011354	1590529239012219
2	745	1590529240370649	1590529240371751
4	746	1590529241730042	1590529241731183
8	747	1590529243089600	1590529243090452
16	748	1590529244448928	1590529244449949
32	749	1590529245808342	1590529245809362
64	750	1590529247167862	1590529247168667
128	751	1590529248527248	1590529248528107
1	752	1590529249886589	1590529249887593
2	753	1590529251246124	1590529251246883
4	754	1590529252605250	1590529252606583
8	755	1590529253964809	1590529253965850
16	756	1590529255324172	1590529255325313
32	757	1590529256683616	1590529256684695
64	758	1590529258042977	1590529258044160
128	759	1590529259402513	1590529259403451
1	760	1590529260761807	1590529260762983
2	761	1590529262121195	1590529262122420
4	762	1590529263480828	1590529263481614
8	763	1590529264840225	1590529264841042
16	764	1590529266199614	1590529266200479
32	765	1590529267558957	1590529267559962
64	766	1590529268918510	1590529268919236
128	767	1590529270277526	1590529270279045
1	768	1590529271637007	1590529271638390
2	769	1590529272996640	1590529272997583
4	770	1590529274356127	1590529274356923
8	771	1590529275715400	1590529275716475
16	772	1590529277074870	1590529277075831
32	773	1590529278434230	1590529278435298
64	774	1590529279793616	1590529279794737
